Name,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,Phone,AccountNumber,CurrencyIsoCode,WOD_2__Business_Units__c,WOD_2__Warranty_Account_Type__c,twodcms__Active__c,twodcms__Primary_Email_Id__c,Nvt_DSM__c,Nvt_External_Id__c,Nvt_Region__c,Nvt_Warranty_Dealer_Type__c
"SUMMINT HANDLING - NORTH HAVEN, CT",,,North Haven,CT,,US,,North Haven,CT,,US,,470-SHO2,USD,C&I,Dealer,Active,dummy@tavant.com,,470-SHO2,Southern,Truck Dealer
"THE LILLY COMPANY - IRONDALE, AL",,2816 5TH AVE S,IRONDALE,AL,35210,US,2816 5TH AVE S,IRONDALE,AL,35210,US,,LILYAL,USD,C&I,Customer,Active,dummy@tavant.com,,LILYAL,Southern,
"VICTAULIC - Tualatin, OR",,11040 SW MYSLONY STREET STE200,TUALATIN,OR,97062,US,11040 SW MYSLONY STREET STE200,TUALATIN,OR,97062,US,,ELT-VIC2,USD,C&I,Customer,Active,dummy@tavant.com,,ELT-VIC2,Western,
"WINCHESTER - WINCHESTER, VA",,121 INDIAN HOLLOW ROAD,WINCHESTER,VA,22603,US,121 INDIAN HOLLOW ROAD,WINCHESTER,VA,22603,US,,407-WEC,USD,C&I,Customer,Active,dummy@tavant.com,,407-WEC,Eastern,
"ZF Transmissions - GRAY COURT, SC",,2846 N OLD LAURENS ROAD,GRAY COURT,SC,29645,US,2846 N OLD LAURENS ROAD,GRAY COURT,SC,29645,US,,494-ZFG,USD,C&I,Customer,Active,dummy@tavant.com,,494-ZFG,Southern,
"Pratt Whitney - North Haven, CT",,11 DEFCO PARK ROAD,NORTH HAVEN,CT,6473,US,11 DEFCO PARK ROAD,NORTH HAVEN,CT,6473,US,,469-PW,USD,C&I,Customer,Active,dummy@tavant.com,,469-PW,Eastern,
"Day and Ross - Edmonton, AB",,13050 156th st,EDMONTON,AB,T5V1E9,CA,13050 156th st,EDMONTON,AB,T5V1E9,CA,,DRT5V1E9,USD,C&I,Customer,Active,dummy@tavant.com,,DRT5V1E9,Canada,
"Interstate/Sysco - Houston, TX",,6001 Antoine Dr,Houston,TX,77091,US,6001 Antoine Dr,Houston,TX,77091,US,,INTPT,USD,C&I,Customer,Active,dummy@tavant.com,,INTPT,Southern,
"Amazon SAC5 - Sacramento, CA",,7601 Metro Air Pkwy,Sacramento,CA,95836,US,7601 Metro Air Pkwy,Sacramento,CA,95836,US,,AMZN14-2,USD,C&I,Customer,Active,dummy@tavant.com,,AMZN14-2,Western,
"Amazon SCK4 - Stockton, CA",,6001 S Austin Rd,STOCKTON,CA,95215,US,6001 S Austin Rd,STOCKTON,CA,95215,US,,AMZ-88,USD,C&I,Customer,Active,dummy@tavant.com,,AMZ-88,Western,
"P&G - Oxnard, CA",,800 N Rice Ave,Oxnard,CA,93030-8910,US,800 N Rice Ave,Oxnard,CA,93030-8910,US,,PG_OXCA,USD,C&I,Customer,Active,dummy@tavant.com,,PG_OXCA,Western,
"Toyota Material Handling - Livermore, CA",,1201 Voyager St.,Livermore,CA,94551,US,1201 Voyager St.,Livermore,CA,94551,US,,DHLLMC,USD,C&I,Dealer,Active,dummy@tavant.com,,DHLLMC,Western,Truck Dealer
East Penn - Fleetwood,,43 S. Buttonwood St.,Fleetwood,PA,19522,US,43 S. Buttonwood St.,Fleetwood,PA,19522,US,,408,USD,C&I,Dealer,Active,dummy@tavant.com,,408,Eastern,Battery Dealer
Basic American Foods,,415 W. Collins Rd.,Idaho Falls,ID,83401,US,415 W. Collins Rd.,Idaho Falls,ID,83401,US,,BASAM,USD,C&I,Customer,Active,dummy@tavant.com,,BASAM,Western,
Green Valley Manufacturing,,3550 EAST MOUND ROAD,DECATUR,IL,62521,US,3550 EAST MOUND ROAD,DECATUR,IL,62521,US,,GVM02,USD,C&I,Dealer,Active,dummy@tavant.com,,GVM02,Midwest,Truck Dealer
HANO PANIAGUA / TRANS TERRE,,13488 PORT DRIVE,LAREDO,TX,78045,US,13488 PORT DRIVE,LAREDO,TX,78045,US,,496-TOY3,USD,C&I,Dealer,Active,dummy@tavant.com,,496-TOY3,Western,Truck Dealer
HUPP TOYOTA LIFT,,285 33RD AVE SW,CEDAR RAPIDS,IA,52404,US,285 33RD AVE SW,CEDAR RAPIDS,IA,52404,US,,494-HUPP,USD,C&I,Dealer,Active,dummy@tavant.com,,494-HUPP,Midwest,Truck Dealer
Motive Energy,,2107 Industrial Rd.,Nampa,ID,83687,US,2107 Industrial Rd.,Nampa,ID,83687,US,,MOTIVE07,USD,C&I,Dealer,Active,dummy@tavant.com,,MOTIVE07,Western,Battery Dealer
"Pape' Material Handling - Wenatchee, WA",,4963 Contractors Drive,Wenatchee,WA,98802,US,4963 Contractors Drive,Wenatchee,WA,98802,US,,YALPAP20,USD,C&I,Dealer,Active,dummy@tavant.com,,YALPAP20,Western,Truck Dealer
R. RODRIGUEZ & SONS FORWARDING,,1625 WORLD TRADE CENTER LOOP,LAREDO,TX,78045,US,1625 WORLD TRADE CENTER LOOP,LAREDO,TX,78045,US,,MALIN-MX,USD,C&I,Dealer,Active,dummy@tavant.com,,MALIN-MX,Southern,Truck Dealer
ROGERS SERVICE GROUP,,196 CORPORATE DRIVE,BINGHAMTON,NY,13904,US,196 CORPORATE DRIVE,BINGHAMTON,NY,13904,US,,AMZRSG,USD,C&I,Dealer,Active,dummy@tavant.com,,AMZRSG,Eastern,Truck Dealer
SOUTHERN STATES MATERIAL HAND,,115 SOUTH 78TH STREET,TAMPA,FL,33619,US,115 SOUTH 78TH STREET,TAMPA,FL,33619,US,,496-SSMH,USD,C&I,Dealer,Active,dummy@tavant.com,,496-SSMH,Southern,Truck Dealer
"VECNA ROBOTICS - Waltham, MA",,425 Waverly Oaks Road,Waltham,MA,2452,US,425 Waverly Oaks Road,Waltham,MA,2452,US,,VECR-01,USD,C&I,Customer,Active,dummy@tavant.com,,VECR-01,Eastern,
"Frito Lay - Rosenberg, TX",,3310 Hwy 36 N,Rosenberg,TX,77471,US,3310 Hwy 36 N,Rosenberg,TX,77471,US,,CROWN02,USD,C&I,Customer,Active,dummy@tavant.com,,CROWN02,Southern,
"Worldwide Flight Services - Franklin Park, IL",,11301 Irving Park Rd,Franklin Park,IL,60131,US,11301 Irving Park Rd,Franklin Park,IL,60131,US,,WWFSIL,USD,C&I,Customer,Active,dummy@tavant.com,,WWFSIL,Midwest,
"WESTCOAST WAREHOUSE - Compton, CA",,100 W MANVILLE,COMPTON,CA,90220,US,100 W MANVILLE,COMPTON,CA,90220,US,,425-WWCA,USD,C&I,Customer,Active,dummy@tavant.com,,425-WWCA,Western,
"NASA - Cleveland, OH",,21000 Brookpark Rd,Cleveland,OH,44135,US,21000 Brookpark Rd,Cleveland,OH,44135,US,,NASAOH,USD,C&I,Customer,Active,dummy@tavant.com,,NASAOH,Midwest,
"Allied Potato - Bakersfield, CA",,5500 Ming Ave ste. 350,Bakersfield,CA,93309,US,5500 Ming Ave ste. 350,Bakersfield,CA,93309,US,,425-APCA,USD,C&I,Customer,Active,dummy@tavant.com,,425-APCA,Western,
"My Patriot Supply - Salt Lake City, UT",,1175 south Meridian Park Rd,Salt Lake City,UT,84104,US,1175 south Meridian Park Rd,Salt Lake City,UT,84104,US,,406-MPS,USD,C&I,Customer,Active,dummy@tavant.com,,406-MPS,Western,
"FXI - Fort Wayne, IN",,8520 Temple Dr,Fort Wayne,IN,46809,US,8520 Temple Dr,Fort Wayne,IN,46809,US,,469-FXI,USD,C&I,Customer,Active,dummy@tavant.com,,469-FXI,Midwest,
"Tangent Materials - Aurora, IL",,1001 Sulivan Rd,Aurora,IL,60506,US,1001 Sulivan Rd,Aurora,IL,60506,US,,TANAUIL,USD,C&I,Customer,Active,dummy@tavant.com,,TANAUIL,Midwest,
"Incobrasa Industrires - Gilman, IL",,540 US-24,Gilman,IL,60938,US,540 US-24,Gilman,IL,60938,US,,482-INCO,USD,C&I,Customer,Active,dummy@tavant.com,,482-INCO,Midwest,
Eastern Lift Truck,,7050 Snowdrift Road,Allentown,PA,18106,US,7050 Snowdrift Road,Allentown,PA,18106,US,,ELT01,USD,C&I,Dealer,Active,dummy@tavant.com,,ELT01,Eastern,Truck Dealer
"Monarch Nut - Delano, CA",,786 Rd 188,Delano,CA,93215,US,786 Rd 188,Delano,CA,93215,US,,MNUTCA,USD,C&I,Customer,Active,dummy@tavant.com,,MNUTCA,Western,
TOYOTA MATERIAL HANDLING USA,,5555 INWOOD DRIVE,COLUMBUS,IN,47201,US,5555 INWOOD DRIVE,COLUMBUS,IN,47201,US,,TMHU03,USD,C&I,Dealer,Active,dummy@tavant.com,,TMHU03,Midwest,Truck Dealer
"WADDELL POWER - New Albany, IN",,"108 Security Pkwy, Suite A",New Albany,IN,47150,US,"108 Security Pkwy, Suite A",New Albany,IN,47150,US,,310,USD,C&I,Dealer,Active,dummy@tavant.com,,310,Midwest,Battery Dealer
"ECONTROLS - SAN ANTONIO, TX",,5757 FARINON DRIVE,SAN ANTONIO,TX,78249,US,5757 FARINON DRIVE,SAN ANTONIO,TX,78249,US,,ECON-02,USD,,,TRUE,dummy@tavant.com,,ECON-02,Southern,
"Palltronics - Mocksville, NC",,2288 Quality Dr,Mocksville,NC,27028,US,2288 Quality Dr,Mocksville,NC,27028,US,,483-Pall,USD,C&I,Customer,Active,dummy@tavant.com,,483-Pall,Southern,
"Pepsi Northwest Beverages - Mt Angel, OR",,250 Industrial Way NE,Mt Angel,OR,97362,US,250 Industrial Way NE,Mt Angel,OR,97362,US,,PEPS03,USD,C&I,Customer,Active,dummy@tavant.com,,PEPS03,Western,
"Holroyd - Lakewood, WA",,7216 Lakewood Dr W.,Lakewood,WA,98499,US,7216 Lakewood Dr W.,Lakewood,WA,98499,US,,425-HOLR,USD,C&I,Customer,Active,dummy@tavant.com,,425-HOLR,Western,
"East Penn Canada - Moncton, NB",,A14-270 Baig Blvd,Moncton,NB,E1E 1C8,CA,A14-270 Baig Blvd,Moncton,NB,E1E 1C8,CA,,466N,USD,C&I,Dealer,Active,dummy@tavant.com,,466N,Canada,Battery Dealer
"CIT Bank, N.A. - New York, NY",,11 West 42nd Street,New York,NY,48226,US,11 West 42nd Street,New York,NY,48226,US,,CITBANK,USD,C&I,Customer,Active,dummy@tavant.com,,CITBANK,Eastern,
Alta Industrial Equipment Co,,625 District Drive,Itasca,IL,60143,US,625 District Drive,Itasca,IL,60143,US,,HYSALT16,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSALT16,Eastern,Truck Dealer
"Day & Ross Freight - Lachine, QC",,1111 Rue Fran̤ois Lenoir,Lachine,QC,H8T 3P9,CA,1111 Rue Fran̤ois Lenoir,Lachine,QC,H8T 3P9,CA,,DAYROSS3,USD,C&I,Customer,Active,dummy@tavant.com,,DAYROSS3,Canada,
CAPITAL HARDWARE,,10 Railroad Ave.,Closter,NJ,7624,US,10 Railroad Ave.,Closter,NJ,7624,US,,CH-1,USD,C&I,Customer,Active,dummy@tavant.com,,CH-1,Eastern,
"Amazon CLT2 - Charlotte, NC",,10240 Old Down Rd,Charlotte,NC,28214,US,10240 Old Down Rd,Charlotte,NC,28214,US,,AMZCLT2,USD,C&I,Customer,Active,dummy@tavant.com,,AMZCLT2,Southern,
"The Lilly Company - Richland, MS",,101 Sanders Cove,Richland,MS,39218,US,101 Sanders Cove,Richland,MS,39218,US,,483-LCMS,USD,C&I,Customer,Active,dummy@tavant.com,,483-LCMS,Southern,
"The Lilly Company - Memphis, TN",,3616 Knight Arnold Rd,Memphis,TN,38118,US,3616 Knight Arnold Rd,Memphis,TN,38118,US,,483-LCTN,USD,C&I,Customer,Active,dummy@tavant.com,,483-LCTN,Southern,
"Amazon MDT9 - Fraley Township, PA",,251 Westwood HL,Fraley Township,PA,17981,US,251 Westwood HL,Fraley Township,PA,17981,US,,AMZ-PA10,USD,C&I,Customer,Active,dummy@tavant.com,,AMZ-PA10,Eastern,
"AMAZON SNJ1 - WOODLAND PARK, NJ",,1150 MCBRIDE AVE,WOODLAND PARK,NJ,7424,US,1150 MCBRIDE AVE,WOODLAND PARK,NJ,7424,US,,AMZSNJ1,USD,C&I,Customer,Active,dummy@tavant.com,,AMZSNJ1,Eastern,
"Round The Word Logistics - Linden, NJ",,333 Cantor Ave,Linden,NJ,7036,US,333 Cantor Ave,Linden,NJ,7036,US,,407RWL,USD,C&I,Customer,Active,dummy@tavant.com,,407RWL,Eastern,
"Sonoco Plastics - Plant City, FL",,1420 Gordon Food Service Dr,Plant City,FL,33563,US,1420 Gordon Food Service Dr,Plant City,FL,33563,US,,SONOFL,USD,C&I,Customer,Active,dummy@tavant.com,,SONOFL,Southern,
"MIZKAN - Louisville, KY",,6101 CANE RUN ROAD,LOUISVILLE,KY,40258,US,6101 CANE RUN ROAD,LOUISVILLE,KY,40258,US,,408-MIZK,USD,C&I,Customer,Active,dummy@tavant.com,,408-MIZK,Southern,
"FOX ROBOTICS - Austin, TX",,"4101 SMITH SCHOOL, BUILDING 2, SUITE 100",AUSTIN,TX,78744,US,"4101 SMITH SCHOOL, BUILDING 2, SUITE 100",AUSTIN,TX,78744,US,,459-FOXA,USD,C&I,Customer,Active,dummy@tavant.com,,459-FOXA,Southern,
"ASHLEY FURNITURE - EDISON, NJ",,3025 WOODBRIDGE AVE,EDISON,NJ,8837,US,3025 WOODBRIDGE AVE,EDISON,NJ,8837,US,,470-ASHL,USD,C&I,Customer,Active,dummy@tavant.com,,470-ASHL,Eastern,
"AMAZON CNC1 - BRAMPTON, ON",,3379 STEELES AVE E,BRAMPTON,ON,L6T 5WB,CA,3379 STEELES AVE E,BRAMPTON,ON,L6T 5WB,CA,,AMZCNC1,USD,C&I,Customer,Active,dummy@tavant.com,,AMZCNC1,Canada,
"AMAZON HLI2 - HOLLISTER, CA",,600 ERNIE DRIVE,HOLLISTER,CA,95023,US,600 ERNIE DRIVE,HOLLISTER,CA,95023,US,,AMZHLI2,USD,C&I,Customer,Active,dummy@tavant.com,,AMZHLI2,Western,
"AMAZON MLB1 - COCOA, FL",,3655 GRISSOM PARKWAY,COCOA,FL,32926,US,3655 GRISSOM PARKWAY,COCOA,FL,32926,US,,AMZMLB1,USD,C&I,Customer,Active,dummy@tavant.com,,AMZMLB1,Southern,
"AMAZON PPO4 - MERRILLVILLE, IN",,9850 MISSISSIPPI STREET,MERRILLVILLE,IN,46410,US,9850 MISSISSIPPI STREET,MERRILLVILLE,IN,46410,US,,AMZPPO4,USD,C&I,Customer,Active,dummy@tavant.com,,AMZPPO4,Midwest,
"AMAZON PVD2 - JOHNSTON, RI",,2160 HARTFORD AVENUE,JOHNSTON,RI,2919,US,2160 HARTFORD AVENUE,JOHNSTON,RI,2919,US,,AMZPVD2,USD,C&I,Customer,Active,dummy@tavant.com,,AMZPVD2,Eastern,
"Amazon SAX6 - SIMI VALLEY, CA",,"2400 N CHAIN DRIVE, Building 2",SIMI VALLEY,CA,93065,US,"2400 N CHAIN DRIVE, Building 2",SIMI VALLEY,CA,93065,US,,AMZSAX6,USD,C&I,Customer,Active,dummy@tavant.com,,AMZSAX6,Western,
"AMAZON SAZ3 - TUCSON, AZ",,3780 E VALENCIA RD,TUCSON,AZ,85756,US,3780 E VALENCIA RD,TUCSON,AZ,85756,US,,AMZSAZ3,USD,C&I,Customer,Active,dummy@tavant.com,,AMZSAZ3,Western,
"Amazon SNY1 - KEARNY, NJ",,5 LOGISTICS DRIVE,KEARNY,NJ,7032,US,5 LOGISTICS DRIVE,KEARNY,NJ,7032,US,,AMZSNY1,USD,C&I,Customer,Active,dummy@tavant.com,,AMZSNY1,Eastern,
"AMAZON WOH1 - FINDLAY, OH",,1601 PRODUCTION DRIVE,FINDLAY,OH,45840,US,1601 PRODUCTION DRIVE,FINDLAY,OH,45840,US,,AMZWOH1,USD,C&I,Customer,Active,dummy@tavant.com,,AMZWOH1,Midwest,
"AMAZON WTX5 - CORPUS CHRISTI, TX",,9333 TX HWY 44,CORPUS CHRISTI,TX,78406,US,9333 TX HWY 44,CORPUS CHRISTI,TX,78406,US,,AMZWTX5,USD,C&I,Customer,Active,dummy@tavant.com,,AMZWTX5,Southern,
"AMAZON YHM8 - BOLTON, ON",,136153 COLERAINE DRIVE,BOLTON,ON,L7E 3B2,CA,136153 COLERAINE DRIVE,BOLTON,ON,L7E 3B2,CA,,AMZYHM8,USD,C&I,Customer,Active,dummy@tavant.com,,AMZYHM8,Canada,
AMAZON GDL2 - MX,,CALLE CARRATERA EL SALTO 273,"TLAJOMULCO DE ZUNIGA, JA",JAL,45694,MX,CALLE CARRATERA EL SALTO 273,"TLAJOMULCO DE ZUNIGA, JA",JAL,45694,MX,,AMZGDL2,USD,C&I,Customer,Active,dummy@tavant.com,,AMZGDL2,Mexico,
Dinesh Test,,,,,,,,,,,,,DT01,USD,C&I,,Yes,dinesh@test.com,,DT01,,
Test Inv 0,,,,,,,,,,,,,TI0,USD,,,Yes,test@dummy.com,,TI0,,
Test Inv 1,,,,,,,,,,,,,TI1,USD,,,Yes,test@dummy.com,,TI1,,
Test Inv 2,,,,,,,,,,,,,TI2,USD,,,Yes,test@dummy.com,,TI2,,
Test Inv 3,,,,,,,,,,,,,TI3,USD,,,Yes,test@dummy.com,,TI3,,
ALAMANCE FOODS,,1040 CEDAR CREST DRIVE,GRAHAM,NC,27523,US,1040 CEDAR CREST DRIVE,GRAHAM,NC,27523,US,,483-AFNC,USD,C&I,Customer,Active,dummy@tavant.com,,483-AFNC,Southern,
AMAZON  SYS3,,1511 Robert C Jackson Dr,MARYVILLE,TN,37801,US,1511 Robert C Jackson Dr,MARYVILLE,TN,37801,US,,AMZSYS3,USD,C&I,Customer,Active,dummy@tavant.com,,AMZSYS3,Southern,
"Amazon MTY3 - Monterrey, NL",,Antiguo Camino a Cienega de Fl,Monterrey,NL,65583,MX,Antiguo Camino a Cienega de Fl,Monterrey,NL,65583,MX,,AMZMTY3,USD,C&I,Customer,Active,dummy@tavant.com,,AMZMTY3,Mexico,
AMAZON ORF4,,1795 DAM NECK ROAD,VIRGINIA BEACH,VA,23453,US,1795 DAM NECK ROAD,VIRGINIA BEACH,VA,23453,US,,AMZORF4,USD,C&I,Customer,Active,dummy@tavant.com,,AMZORF4,Eastern,
AMAZON PDX6,,15000 N LOMBARD STREET,PORTLAND,OR,97203,US,15000 N LOMBARD STREET,PORTLAND,OR,97203,US,,AMZPDX6,USD,C&I,Customer,Active,dummy@tavant.com,,AMZPDX6,Western,
AMAZON QIW2,,7200 CHAVENELLE ROAD,DUBUQUE,IA,52002,US,7200 CHAVENELLE ROAD,DUBUQUE,IA,52002,US,206-266-7728,AMZQIW2,USD,C&I,Customer,Active,dummy@tavant.com,,AMZQIW2,Midwest,
AMAZON QMT1,,8720 ALUMINUM ROAD,MISSOULA,MT,59808,US,8720 ALUMINUM ROAD,MISSOULA,MT,59808,US,,AMZQMT1,USD,C&I,Customer,Active,dummy@tavant.com,,AMZQMT1,Western,
AMAZON SAH1,,1202 E FM 1960 RD,HOUSTON,TX,77073,US,1202 E FM 1960 RD,HOUSTON,TX,77073,US,,AMZSAH1,USD,C&I,Customer,Active,dummy@tavant.com,,AMZSAH1,Southern,
AMAZON SCO2,,7860 S FAIRPLAY ST,ENGLEWOOD,CO,80112,US,7860 S FAIRPLAY ST,ENGLEWOOD,CO,80112,US,,AMZSCO2,USD,C&I,Customer,Active,dummy@tavant.com,,AMZSCO2,Western,
AMAZON SIA2,,6910 SE FOUR MILE DRIVE,ANKENY,IA,50021,US,6910 SE FOUR MILE DRIVE,ANKENY,IA,50021,US,,AMZSIA2,USD,C&I,Customer,Active,dummy@tavant.com,,AMZSIA2,Midwest,
AMAZON SID1,,2800 E COMSTOCK AVE,NAPA,ID,83687,US,2800 E COMSTOCK AVE,NAMPA,ID,83687,US,,AMZSID1,USD,C&I,Customer,Active,dummy@tavant.com,,AMZSID1,Western,
AMAZON SNC6,,6255 SHUMARD STREET,CONCORD,NC,28027,US,6255 SHUMARD STREET,CONCORD,NC,28027,US,,AMZSNC6,USD,C&I,Customer,Active,dummy@tavant.com,,AMZSNC6,Southern,
AMAZON SSC3,,8651 WATER TOWER ROAD,NORTH MYRTLE BEACH,SC,29526,US,8651 WATER TOWER ROAD,NORTH MYRTLE BEACH,SC,29526,US,,AMZSSC3,USD,C&I,Customer,Active,dummy@tavant.com,,AMZSSC3,Southern,
AMAZON SSC4,,237 JEDBURG ROAD,SUMMERVILLE,SC,29483,US,237 JEDBURG ROAD,SUMMERVILLE,SC,29483,US,,AMZSSC4,USD,C&I,Customer,Active,dummy@tavant.com,,AMZSSC4,Southern,
"AMAZON SSP2 - Golden Valley, MN",,6300 OLSON MEMORIAL HIGHWAY,GOLDEN VALLEY,MN,55427,US,6300 OLSON MEMORIAL HIGHWAY,GOLDEN VALLEY,MN,55427,US,,AMZSSP2,USD,C&I,Customer,Active,dummy@tavant.com,,AMZSSP2,Midwest,
"Amazon STW1 - Wixom, MI",,29753 S WIXOM ROAD,WIXOM,MI,48393,US,29753 S WIXOM ROAD,WIXOM,MI,48393,US,,AMZSTW1,USD,C&I,Customer,Active,dummy@tavant.com,,AMZSTW1,Midwest,
"Amazon TLC2 - Toluca, MX",,"Prologis Park Toluca III, Lerma de Villada",Toluca,MX,52005,MX,"Prologis Park Toluca III, Lerma de Villada",Toluca,MX,52005,MX,,AMZTLC2,USD,C&I,Customer,Active,dummy@tavant.com,,AMZTLC2,Mexico,
"AMAZON TPA6 - Ocala, FL",,3400 NW 35TH AVENUE RD,Ocala,FL,34475,US,3400 NW 35TH AVENUE RD,Ocala,FL,34475,US,,AMZTPA6,USD,C&I,Customer,Active,dummy@tavant.com,,AMZTPA6,Southern,
"AMAZON WBM3 - DOTHAN, AL",,523 KELLEY DRIVE,DOTHAN,AL,36303,US,523 KELLEY DRIVE,DOTHAN,AL,36303,US,,AMZWBM3,USD,C&I,Customer,Active,dummy@tavant.com,,AMZWBM3,Southern,
AMAZON WMS4,,279 JAMIE WHITTEN BLVD,SALTILLO,MS,38866-8701,US,279 JAMIE WHITTEN BLVD,SALTILLO,MS,38866,US,,AMZWMS4,USD,C&I,Customer,Active,dummy@tavant.com,,AMZWMS4,Southern,
"AMAZON WSP1- LOWELL, AR",,315B S LINCOLN STREET,LOWELL,AR,72745,US,315B S LINCOLN STREET,LOWELL,AR,72745,US,,AMZWSP1,USD,C&I,Customer,Active,dummy@tavant.com,,AMZWSP1,Southern,
AMAZON WWG2,,501 KEYS ROAD,YAKIMA,WA,98901,US,501 KEYS ROAD,YAKIMA,WA,98901,US,,AMZWWG2,USD,C&I,Customer,Active,dummy@tavant.com,,AMZWWG2,Western,
ANDERSEN MATERIAL HANDLING,,30575 Andersen Court,WIXOM,MI,48393,US,30575 Andersen Court,WIXOM,MI,48393,US,607 656 2477,AMH-WMI,USD,C&I,Dealer,Active,dummy@tavant.com,,AMH-WMI,Midwest,Truck Dealer
"ARBOR BATTERIES, INC.",,333 JACKSON PLAZA,ANN ARBOR,MI,48103,US,333 JACKSON PLAZA,ANN ARBOR,MI,48103,US,,ARBORBAT,USD,C&I,Vendor,Active,dummy@tavant.com,,ARBORBAT,Midwest,
ASSOCIATED MATERIAL HANDLING,,6450 MUIRFIELD DRIVE,HANOVER PARK,IL,60133,US,6450 MUIRFIELD DRIVE,HANOVER PARK,IL,60133,US,,RAYHPIL,USD,C&I,Dealer,Active,dummy@tavant.com,,RAYHPIL,Midwest,Truck Dealer
BASF METALS,,554 ENGELHARD DRIVE,SENECA,SC,29678,US,554 ENGELHARD DRIVE,SENECA,SC,29678,US,864-789-2911,483-BASF,USD,C&I,Customer,Active,dummy@tavant.com,,483-BASF,Southern,
CAN-ART ALUMINUM,,85 PARKSHORE DRIVE,BRAMPTON,ON,L6T 5M1,CA,85 PARKSHORE DRIVE,BRAMPTON,ON,L6T 5M1,CA,,466_CANA,USD,C&I,Customer,Active,dummy@tavant.com,,466_CANA,Canada,
"Dairyland - Bronx, NY",,240 Food Center Drive,Bronx,NY,10474,US,240 Food Center Drive,Bronx,NY,10474,US,,469-DAIR,USD,C&I,Customer,Active,dummy@tavant.com,,469-DAIR,Eastern,
DC POWER TECHNOLOGIES,,"15000 40TH AVE NE, BLDG B, SUITE 101",MARYSVILLE,WA,98271,US,"15000 40TH AVE NE, BLDG B, SUITE 101",MARYSVILLE,WA,98271,US,206-999-0847,DCPT-WA,USD,C&I,Vendor,Active,dummy@tavant.com,,DCPT-WA,Western,
DRISCOLLS,,1750 San Juan Road,Aromas,CA,95004,US,1750 San Juan Road,Aromas,CA,95004,US,831-901-9673,496-DRSC,USD,C&I,Customer,Active,dummy@tavant.com,,496-DRSC,Western,
"KIMBERLY CLARK - CORINTH, MS 2",,3461 COUNTY ROAD 100,CORINTH,MS,38834,US,3461 COUNTY ROAD 100,CORINTH,MS,38834,US,801-786-2388,KCC-MS2,USD,C&I,Customer,Active,dummy@tavant.com,,KCC-MS2,Southern,
Driscolls Mexico,,"Carretera, Libramiento , km 1.2, 16Z Ejido",Los Reyes de San Juan,MC,60300,MX,"Carretera, Libramiento , km 1.2, 16Z Ejido",Los Reyes de San Juan,MC,60300,MX,,DRISCMX2,USD,C&I,Customer,Active,dummy@tavant.com,,DRISCMX2,Mexico,
EAST PENN MANUFACTURING COMPAN,,1700 Courtneypark Dr E,Mississauga,ON,L5T 1W1,CA,1700 Courtneypark Dr E,Mississauga,ON,L5T 1W1,CA,506-857-2994,466O,USD,C&I,Dealer,Active,dummy@tavant.com,,466O,Canada,Battery Dealer
ENERYA,,"Calle Jupiter #51 colonia nuev, Indusrtrail Vallejo",Gustavo A madero. CDMX,EM,7700,MX,"Calle Jupiter #51 colonia nuev, Indusrtrail Vallejo",Gustavo A madero. CDMX,EM,7700,MX,,452-CDMX,USD,C&I,Dealer,Active,dummy@tavant.com,,452-CDMX,Mexico,Battery Dealer
"EQUIPMENT DEPOT - Houston, TX",,HOUSTON,HOUSTON,TX,77043,US,HOUSTON,HOUSTON,TX,77043,US,,EQD-HOU,USD,C&I,Dealer,Active,dummy@tavant.com,,EQD-HOU,Southern,Truck Dealer
"Essity - Neenah, WI",,984 WINCHESTER ROAD,NEENAH,WI,54956,US,984 WINCHESTER ROAD,NEENAH,WI,54956,US,,EPH2-WI,USD,C&I,Customer,Active,dummy@tavant.com,,EPH2-WI,Midwest,
"GXO - Lithia Springs, GA",,220 THORNTON ROAD,LITHIA SPRINGS,GA,30122,US,220 THORNTON ROAD,LITHIA SPRINGS,GA,30122,US,,GXO-GA,USD,C&I,Customer,Active,dummy@tavant.com,,GXO-GA,Southern,
HERSHEY / FED EX,,1 BOWERY ROAD,BRANTFORD,ON,N3V 0A8,CA,1 BOWERY ROAD,BRANTFORD,ON,N3V 0A8,CA,226.725.9906,HERSH-ON,USD,C&I,Customer,Active,dummy@tavant.com,,HERSH-ON,Canada,
"HERSHEY SALTY SNACKS - Whitestown, IN",,4350 ANSON BLVD,WHITESTOWN,IN,46075,US,4350 ANSON BLVD,WHITESTOWN,IN,46075,US,717-350-5685,HERSH-IN,USD,C&I,Customer,Active,dummy@tavant.com,,HERSH-IN,Midwest,
"Hyster-Yale Group - Greenville, NC",,1104 CLARK STREET,Greenville,NC,27834,US,1104 CLARK STREET,Greenville,NC,27834,US,,HYS08ETC,USD,C&I,Dealer,Active,dummy@tavant.com,,HYS08ETC,Southern,Truck Dealer
"Industrial Battery Products - Effingham, IL",,711 W. Wabash Ave.,Effingham,IL,62401,US,711 W. Wabash Ave.,Effingham,IL,62401,US,,494-SW,USD,C&I,Dealer,Active,dummy@tavant.com,,494-SW,Midwest,Battery Dealer
